,ntraj,x,y,z,subvol,time,boxface,temp,sal,density,density10,ntrajc
1135434,22,829.0,77.5,8.5,155051905.18,0.0,2,-1.74,32.93,26.38,0.02,283858256
21,22,833.0,82.5,8.5,161610148.19,0.0,2,-1.68,32.86,26.31,0.04,284992704
1122862,22,836.0,80.5,8.5,158955995.84,0.0,2,-1.67,32.86,26.32,0.09,286115545
21,22,839.0,80.5,8.5,158955995.84,0.0,2,-1.63,32.57,26.08,0.13,287229887
1104659,22,841.0,79.5,8.5,157644442.76,0.0,2,-1.61,32.34,25.9,0.12,288334525
21,22,844.0,95.5,8.5,179906691.6,0.0,2,-1.7,32.06,25.67,0.02,289404337
966520,22,849.0,104.5,9.5,220832584.76,0.0,2,-1.74,31.67,25.36,0.01,290370836
1803592,22,851.0,284.5,8.5,744673415.61,0.0,2,11.5,31.47,23.84,0.01,291207908
21,22,853.0,146.5,8.5,271897443.1,0.0,2,-0.88,33.41,26.74,0.04,291928512
614345,22,856.0,149.5,8.5,278455108.53,0.0,2,-1.1,33.31,26.67,0.03,292542836
1183081,22,859.0,363.25,8.5,578109685.77,0.0,2,16.19,34.1,24.9,0.02,293111572
1655380,22,863.0,394.75,8.5,657955696.76,0.0,2,19.12,34.51,24.5,0.01,293583871
1969593,22,866.0,394.75,8.5,657955696.76,0.0,2,17.92,34.39,24.71,0.01,293898084
2159550,22,869.0,128.5,8.5,235394381.9,0.0,2,-1.7,31.3,25.06,0.01,294088041
2328393,22,873.0,131.5,8.5,241150773.61,0.0,2,-1.7,31.23,25.0,0.01,294256884
21,22,876.0,143.5,8.5,265478836.32,0.0,2,-1.72,32.91,26.36,0.01,294411903
141014,22,879.0,150.5,8.5,280672260.58,0.0,2,-1.7,32.82,26.28,0.01,294552896
272381,22,880.0,153.5,8.5,287418662.58,0.0,2,-1.73,32.92,26.37,0.01,294684263
397296,22,883.0,143.5,9.5,302677716.26,0.0,2,-1.72,31.79,25.45,0.01,294809178
525291,22,886.0,142.5,9.5,300273164.33,0.0,2,-1.75,31.33,25.08,0.01,294937173
665139,22,891.0,312.5,8.5,884078526.82,0.0,2,15.15,34.08,25.12,0.01,295077021
812963,22,892.0,172.5,8.5,333580735.07,0.0,2,-0.54,33.26,26.6,0.01,295224845
967687,22,895.0,172.5,8.5,333580735.07,0.0,2,-0.95,33.14,26.52,0.07,295379569
1126349,22,900.0,173.5,8.5,336180620.33,0.0,2,-0.07,33.33,26.64,0.07,295538231
1284370,22,901.0,175.5,8.5,341433194.36,0.0,2,-1.07,33.1,26.49,0.05,295696252
1439808,22,906.0,35.5,9.5,124414788.94,0.0,2,-1.81,33.35,26.71,0.02,295851690
1590798,22,909.0,93.5,8.5,176970515.78,0.0,2,-1.81,33.39,26.74,0.03,296002680
1745037,22,910.0,36.5,8.5,110047409.03,0.0,2,-1.8,33.99,27.23,0.01,296156919
1922600,22,913.0,68.5,8.5,143877551.64,0.0,2,-1.83,33.98,27.23,0.02,296334482
2137391,22,916.0,146.5,8.5,271897443.1,0.0,2,-1.8,33.94,27.19,0.02,296549273
21,22,919.0,30.5,8.5,104619600.5,0.0,2,-1.82,34.0,27.24,0.01,296807933
305107,22,924.0,27.5,8.5,102003479.88,0.0,2,-1.79,33.9,27.16,0.01,297113019
671279,22,927.0,25.5,8.5,100294635.02,0.0,2,-1.75,33.91,27.17,0.02,297479191
1106081,22,929.0,24.5,8.5,99450623.59,0.0,2,-1.77,33.7,27.0,0.02,297913993
1614068,22,933.0,22.5,8.5,97783155.43,0.0,2,-1.78,33.78,27.06,0.03,298421980
21,22,936.0,18.5,8.5,94529009.8,0.0,2,-1.69,33.65,26.96,0.03,299005728
672059,22,938.0,15.5,8.5,92157487.5,0.0,2,-1.74,33.71,27.01,0.04,299677766
1415669,22,942.0,12.5,8.5,89843698.43,0.0,2,-1.67,33.76,27.04,0.04,300421376
21,22,944.0,11.5,8.5,89085035.71,0.0,2,-1.61,33.62,26.93,0.05,301215359
842927,22,947.0,10.5,8.5,88332593.18,0.0,2,-1.6,33.59,26.91,0.05,302058265
21,22,949.0,10.5,8.5,88332593.18,0.0,2,-1.64,33.71,27.0,0.04,302941912
929172,22,952.0,11.5,8.5,89085035.71,0.0,2,-1.61,33.73,27.02,0.03,303871063
21,22,956.0,13.5,8.5,90608633.17,0.0,2,-1.61,33.68,26.98,0.04,304852917
1010901,22,960.0,9.5,8.5,87586319.36,0.0,2,-1.71,33.91,27.17,0.03,305863797
21,22,963.0,11.5,8.5,89085035.71,0.0,2,-1.74,33.9,27.15,0.02,306881558
1039158,22,964.0,12.5,8.5,89843698.43,0.0,2,-1.78,33.85,27.12,0.01,307920695
21,22,968.0,13.5,8.5,90608633.17,0.0,2,-1.77,33.88,27.15,0.02,309001696
1105884,22,970.0,13.5,8.5,90608633.17,0.0,2,-1.76,33.85,27.12,0.02,310107559
21,22,973.0,16.5,8.5,92941512.35,0.0,2,-1.78,33.81,27.09,0.01,311228760
1140830,22,978.0,18.5,8.5,94529009.8,0.0,2,-1.8,33.84,27.11,0.01,312369569
21,22,979.0,18.5,8.5,94529009.8,0.0,2,-1.81,33.83,27.1,0.01,313520444
1159346,22,983.0,12.5,8.5,89843698.43,0.0,2,-1.73,33.72,27.02,0.02,314679769
21,22,986.0,15.5,8.5,92157487.5,0.0,2,-1.81,33.72,27.01,0.01,315861366
1204786,22,990.0,16.5,8.5,92941512.35,0.0,2,-1.76,33.75,27.04,0.02,317066131
21,22,992.0,19.5,8.5,95332576.12,0.0,2,-1.76,33.8,27.08,0.02,318291121
1252228,22,996.0,22.5,8.5,97783155.43,0.0,2,-1.83,33.71,27.01,0.01,319543328
21,22,997.0,18.5,8.5,94529009.8,0.0,2,-1.81,33.71,27.01,0.01,320814367
1264958,22,1000.0,21.5,8.5,96959601.16,0.0,2,-1.78,33.73,27.02,0.02,322079304
21,22,1003.0,11.5,8.5,89085035.71,0.0,2,-1.81,33.72,27.01,0.01,323311816
1206865,22,1006.0,30.5,8.5,104619600.5,0.0,2,-1.81,33.68,26.98,0.02,324518660
21,22,1011.0,40.5,8.5,113815584.97,0.0,2,-1.74,33.73,27.02,0.02,325724573
1212841,22,1013.0,37.5,8.5,110978026.35,0.0,2,-1.77,33.7,27.0,0.02,326937393
21,22,1016.0,34.5,8.5,108208648.63,0.0,2,-1.78,33.72,27.01,0.02,328152276
1227402,22,1019.0,10.5,8.5,88332593.18,0.0,2,-1.79,33.74,27.03,0.01,329379657
21,22,1022.0,11.5,8.5,89085035.71,0.0,2,-1.76,33.74,27.03,0.01,330619795
1253418,22,1024.0,11.5,8.5,89085035.71,0.0,2,-1.76,33.71,27.0,0.01,331873192
21,22,1027.0,14.5,8.5,91379878.71,0.0,2,-1.74,33.7,27.0,0.01,333129821
1242940,22,1031.0,18.5,8.5,94529009.8,0.0,2,-1.73,33.65,26.95,0.02,334372740
21,22,1034.0,20.5,8.5,96142745.86,0.0,2,-1.67,33.51,26.84,0.03,335614486
1259466,22,1038.0,20.5,8.5,96142745.86,0.0,2,-1.7,32.9,26.35,0.05,336873931
21,22,1039.0,31.5,8.5,105505942.52,0.0,2,-1.77,33.65,26.96,0.01,338161363
1289889,22,1042.0,30.5,8.5,104619600.5,0.0,2,-1.73,33.61,26.92,0.01,339451231
21,22,1047.0,30.5,8.5,104619600.5,0.0,2,-1.79,33.04,26.47,0.02,340735765
1298806,22,1048.0,47.5,8.5,120710399.95,0.0,2,-1.77,33.71,27.01,0.01,342034550
21,22,1053.0,52.5,8.5,125878782.54,0.0,2,-1.77,33.69,26.99,0.01,343339042
21,22,1056.0,51.5,8.5,124828429.82,0.0,2,-1.75,33.64,26.95,0.02,344653680
1300707,22,1057.0,52.5,8.5,125878782.54,0.0,2,-1.77,33.66,26.97,0.02,345954366
21,22,1061.0,59.5,8.5,133471574.1,0.0,2,-1.76,33.5,26.83,0.03,347229389
1262764,22,1065.0,61.5,8.5,135720077.23,0.0,2,-1.72,33.52,26.85,0.03,348492132
21,22,1066.0,64.5,8.5,139160669.98,0.0,2,-1.76,33.67,26.97,0.02,349742163
1229103,22,1069.0,71.5,8.5,147514549.85,0.0,2,-1.79,33.91,27.16,0.02,350971245
21,22,1072.0,78.5,8.5,156343075.57,0.0,2,-1.77,33.81,27.09,0.01,352173403
1174814,22,1075.0,73.5,8.5,149987514.73,0.0,2,-1.79,33.79,27.07,0.01,353348196
21,22,1079.0,75.5,8.5,152499811.2,0.0,2,-1.78,33.66,26.96,0.02,354491877
1109391,22,1081.0,77.5,8.5,155051905.18,0.0,2,-1.78,33.68,26.99,0.02,355601247
21,22,1084.0,79.5,8.5,157644442.76,0.0,2,-1.77,33.52,26.85,0.02,356678528
1060105,22,1087.0,82.5,8.5,161610148.19,0.0,2,-1.78,33.6,26.92,0.01,357738612
21,22,1092.0,88.5,8.5,169825665.84,0.0,2,-1.8,33.67,26.98,0.01,358786686
1036705,22,1094.0,88.5,8.5,169825665.84,0.0,2,-1.8,33.46,26.81,0.02,359823370
21,22,1098.0,131.5,8.5,241150773.61,0.0,2,-1.8,33.82,27.09,0.02,360844379
1027840,22,1100.0,137.5,8.5,253049900.4,0.0,2,-1.78,33.81,27.08,0.03,361872198
21,22,1102.0,143.5,8.5,265478836.32,0.0,2,-1.68,33.72,27.01,0.03,362921483
1071211,22,1105.0,140.5,8.5,259197046.63,0.0,2,-1.76,33.75,27.04,0.03,363992673
21,22,1109.0,146.5,8.5,271897443.1,0.0,2,-1.71,33.75,27.04,0.02,365062840
1067280,22,1113.0,145.5,8.5,269742575.71,0.0,2,-1.7,33.77,27.06,0.02,366130099
21,22,1116.0,110.5,8.5,203423164.7,0.0,2,-1.81,34.03,27.26,0.01,367215381
1090243,22,1118.0,110.5,8.5,203423164.7,0.0,2,-1.8,33.98,27.22,0.01,368305603
21,22,1120.0,105.5,8.5,195283559.4,0.0,2,-1.8,33.9,27.16,0.01,369395067
1094309,22,1123.0,107.5,8.5,198502393.27,0.0,2,-1.79,33.92,27.18,0.02,370489355
21,22,1126.0,110.5,8.5,203423164.7,0.0,2,-1.79,34.04,27.27,0.01,371587161
1094724,22,1130.0,147.5,8.5,274067781.92,0.0,2,-1.77,33.79,27.07,0.02,372681864
21,22,1132.0,149.5,8.5,278455108.53,0.0,2,-1.76,33.79,27.07,0.02,373787616
1121084,22,1136.0,151.5,8.5,282905165.93,0.0,2,-1.69,33.81,27.08,0.01,374908679
21,22,1140.0,153.5,8.5,287418662.58,0.0,2,-1.68,33.79,27.06,0.01,376045795
1152283,22,1143.0,149.5,8.5,278455108.53,0.0,2,-1.79,33.81,27.08,0.02,377198057
21,22,1144.0,150.5,8.5,280672260.58,0.0,2,-1.79,33.78,27.07,0.01,378347438
1145888,22,1147.0,353.25,8.5,551273910.81,0.0,2,17.7,35.27,25.43,0.01,379493305
21,22,1152.0,371.75,8.5,599335445.87,0.0,2,20.55,35.8,25.1,0.01,380632685
1152547,22,1153.0,373.25,8.5,604592287.28,0.0,2,20.26,35.77,25.15,0.02,381785211
21,22,1158.0,130.5,8.5,239217834.12,0.0,2,-1.76,33.94,27.19,0.02,382954263
1150059,22,1161.0,134.5,8.5,247035200.69,0.0,2,-1.67,33.89,27.15,0.02,384104301
21,22,1163.0,135.5,8.5,249025531.04,0.0,2,-1.7,33.89,27.15,0.02,385239815
1167750,22,1167.0,131.5,8.5,241150773.61,0.0,2,-1.75,33.87,27.14,0.02,386407544
21,22,1170.0,131.5,8.5,241150773.61,0.0,2,-1.72,33.89,27.15,0.03,387617504
1220612,22,1173.0,131.5,8.5,241150773.61,0.0,2,-1.75,33.92,27.17,0.03,388838095
21,22,1175.0,122.5,8.5,224257017.39,0.0,2,-1.76,34.02,27.26,0.02,390054911
1217443,22,1179.0,122.5,8.5,224257017.39,0.0,2,-1.76,34.02,27.25,0.02,391272333
21,22,1180.0,124.5,8.5,227914602.76,0.0,2,-1.77,34.01,27.24,0.02,392515117
1256897,22,1185.0,122.5,8.5,224257017.39,0.0,2,-1.78,33.97,27.22,0.02,393771993
21,22,1186.0,125.5,8.5,229763858.07,0.0,2,-1.77,33.99,27.24,0.02,395054113
1291805,22,1189.0,126.5,8.5,231626841.51,0.0,2,-1.77,34.01,27.25,0.02,396345897
21,22,1194.0,128.5,8.5,235394381.9,0.0,2,-1.76,34.06,27.28,0.01,397622697
1251901,22,1197.0,131.5,8.5,241150773.61,0.0,2,-1.77,34.06,27.29,0.02,398874577
21,22,1200.0,130.5,8.5,239217834.12,0.0,2,-1.78,34.08,27.31,0.02,400096637
1176018,22,1201.0,134.5,8.5,247035200.69,0.0,2,-1.75,34.03,27.26,0.02,401272634
21,22,1205.0,130.5,8.5,239217834.12,0.0,2,-1.77,34.09,27.31,0.02,402361238
1025714,22,1208.0,133.5,8.5,245059335.18,0.0,2,-1.73,34.07,27.29,0.02,403386931
21,22,1212.0,133.5,8.5,245059335.18,0.0,2,-1.66,34.01,27.24,0.02,404378980
974344,22,1215.0,123.5,8.5,226079000.18,0.0,2,-1.81,34.11,27.33,0.01,405353303
21,22,1216.0,124.5,8.5,227914602.76,0.0,2,-1.8,34.09,27.32,0.01,406299704
910041,22,1220.0,128.5,8.5,235394381.9,0.0,2,-1.7,34.03,27.26,0.02,407209724
21,22,1224.0,132.5,8.5,243097900.22,0.0,2,-1.58,33.85,27.12,0.02,408088119
865083,22,1226.0,133.5,8.5,245059335.18,0.0,2,-1.44,33.82,27.09,0.01,408953181
1705715,22,1229.0,136.5,8.5,251030404.71,0.0,2,-1.52,33.88,27.14,0.02,409793813
21,22,1232.0,135.5,8.5,249025531.04,0.0,2,-1.64,33.9,27.15,0.02,410608172
821921,22,1234.0,135.5,8.5,249025531.04,0.0,2,-1.65,33.88,27.14,0.02,411430072
1657647,22,1238.0,103.5,9.5,219032271.75,0.0,2,-1.81,33.37,26.73,0.04,412265798
21,22,1240.0,109.5,9.5,230042519.25,0.0,2,-1.78,34.01,27.25,0.01,413103528
853594,22,1245.0,127.5,9.5,266222144.3,0.0,2,-1.74,33.9,27.16,0.01,413957101
1710550,22,1246.0,129.5,9.5,270549377.79,0.0,2,-1.73,33.87,27.13,0.01,414814057
21,22,1251.0,103.5,9.5,219032271.75,0.0,2,-1.82,33.67,26.97,0.01,415670703
863241,22,1253.0,104.5,9.5,220832584.76,0.0,2,-1.81,33.72,27.02,0.01,416533923
21,22,1257.0,102.5,9.5,217245663.69,0.0,2,-1.81,33.09,26.51,0.01,417405219
884450,22,1259.0,104.5,9.5,220832584.76,0.0,2,-1.81,33.32,26.69,0.01,418289648
21,22,1261.0,105.5,9.5,222646681.01,0.0,2,-1.81,33.35,26.71,0.01,419204354
951646,22,1264.0,106.5,9.5,224474639.04,0.0,2,-1.81,33.26,26.64,0.01,420155979
21,22,1268.0,146.5,8.5,271897443.1,0.0,2,-1.27,33.68,26.97,0.02,421145861
1019191,22,1271.0,144.5,8.5,267603051.84,0.0,2,-1.58,33.74,27.03,0.02,422165031
21,22,1275.0,141.5,8.5,261275914.29,0.0,2,-1.67,33.6,26.92,0.03,423197111
1029555,22,1278.0,139.5,8.5,257133119.15,0.0,2,-1.78,33.7,27.0,0.02,424226645
21,22,1280.0,139.5,8.5,257133119.15,0.0,2,-1.8,33.78,27.06,0.01,425229005
982012,22,1283.0,128.5,8.5,235394381.9,0.0,2,-1.81,33.95,27.2,0.01,426210996
21,22,1285.0,128.5,8.5,235394381.9,0.0,2,-1.81,33.93,27.19,0.01,427199743
979433,22,1288.0,128.5,8.5,235394381.9,0.0,2,-1.83,33.95,27.2,0.01,428179155
21,22,1293.0,144.5,8.5,267603051.84,0.0,2,-1.78,33.94,27.19,0.02,429175114
1026231,22,1294.0,143.5,8.5,265478836.32,0.0,2,-1.79,33.96,27.21,0.02,430201324
21,22,1299.0,138.5,8.5,255084097.09,0.0,2,-1.82,33.94,27.2,0.02,431287840
1182815,22,1301.0,136.5,8.5,251030404.71,0.0,2,-1.8,33.93,27.18,0.01,432470634
21,22,1304.0,132.5,8.5,243097900.22,0.0,2,-1.8,34.01,27.25,0.01,433689875
1202053,22,1308.0,136.5,8.5,251030404.71,0.0,2,-1.78,33.98,27.22,0.02,434891907
21,22,1310.0,136.5,8.5,251030404.71,0.0,2,-1.78,33.99,27.23,0.01,436065255
1146619,22,1312.0,131.5,8.5,241150773.61,0.0,2,-1.81,33.95,27.2,0.02,437211853
21,22,1316.0,131.5,8.5,241150773.61,0.0,2,-1.77,33.95,27.2,0.02,438328793
1079704,22,1320.0,133.5,8.5,245059335.18,0.0,2,-1.72,33.95,27.2,0.01,439408476
21,22,1323.0,133.5,8.5,245059335.18,0.0,2,-1.69,33.91,27.16,0.01,440431479
914296,22,1324.0,135.5,8.5,249025531.04,0.0,2,-1.68,33.91,27.16,0.02,441345754
1729491,22,1327.0,134.5,8.5,247035200.69,0.0,2,-1.68,33.86,27.13,0.01,442160949
21,22,1332.0,135.5,8.5,249025531.04,0.0,2,-1.73,33.82,27.09,0.02,442937360
787162,22,1335.0,137.5,8.5,253049900.4,0.0,2,-1.75,33.83,27.1,0.02,443724501
1607655,22,1338.0,139.5,8.5,257133119.15,0.0,2,-1.76,33.73,27.02,0.02,444544994
21,22,1340.0,141.5,8.5,261275914.29,0.0,2,-1.77,33.81,27.09,0.02,445408819
926370,22,1342.0,143.5,8.5,265478836.32,0.0,2,-1.77,33.78,27.07,0.02,446335168
21,22,1346.0,143.5,8.5,265478836.32,0.0,2,-1.78,33.89,27.15,0.03,447342793
1046197,22,1348.0,148.5,8.5,276253627.46,0.0,2,-1.77,33.92,27.18,0.01,448388969
21,22,1353.0,150.5,8.5,280672260.58,0.0,2,-1.77,33.9,27.16,0.02,449462334
1079025,22,1354.0,152.5,8.5,285153954.7,0.0,2,-1.78,33.91,27.16,0.02,450541338
21,22,1358.0,152.5,8.5,285153954.7,0.0,2,-1.78,33.89,27.15,0.03,451643687
1129191,22,1361.0,152.5,8.5,285153954.7,0.0,2,-1.77,33.92,27.17,0.03,452772857
21,22,1363.0,153.5,8.5,287418662.58,0.0,2,-1.78,33.92,27.18,0.02,453905111
1147418,22,1366.0,155.5,8.5,291996216.39,0.0,2,-1.83,33.84,27.11,0.01,455052508
21,22,1370.0,155.5,8.5,291996216.39,0.0,2,-1.8,33.89,27.15,0.02,456203441
1165084,22,1372.0,156.5,8.5,294309229.66,0.0,2,-1.78,33.91,27.17,0.02,457368504
21,22,1376.0,151.5,8.5,282905165.93,0.0,2,-1.79,33.95,27.2,0.01,458553392
1209322,22,1380.0,146.5,8.5,271897443.1,0.0,2,-1.78,33.95,27.2,0.01,459762693
21,22,1383.0,143.5,8.5,265478836.32,0.0,2,-1.78,33.95,27.2,0.01,460994314
1250275,22,1384.0,143.5,8.5,265478836.32,0.0,2,-1.78,33.93,27.19,0.02,462244568
21,22,1388.0,140.5,8.5,259197046.63,0.0,2,-1.77,33.94,27.19,0.02,463503429
1267846,22,1391.0,144.5,8.5,267603051.84,0.0,2,-1.76,33.9,27.16,0.02,464771254
21,22,1395.0,139.5,8.5,257133119.15,0.0,2,-1.75,33.91,27.17,0.02,466039334
1253276,22,1397.0,139.5,8.5,257133119.15,0.0,2,-1.74,33.9,27.16,0.02,467292589
21,22,1401.0,139.5,8.5,257133119.15,0.0,2,-1.73,33.87,27.14,0.03,468528912
1216998,22,1402.0,138.5,8.5,255084097.09,0.0,2,-1.69,33.88,27.14,0.02,469745889
21,22,1406.0,137.5,8.5,253049900.4,0.0,2,-1.68,33.86,27.12,0.02,470935070
1153011,22,1410.0,136.5,8.5,251030404.71,0.0,2,-1.64,33.81,27.08,0.03,472088060
21,22,1413.0,135.5,8.5,249025531.04,0.0,2,-1.6,33.82,27.09,0.03,473202083
1072462,22,1415.0,138.5,8.5,255084097.09,0.0,2,-1.57,33.88,27.14,0.03,474274524
21,22,1418.0,136.5,8.5,251030404.71,0.0,2,-1.54,33.84,27.11,0.04,475314429
1007415,22,1421.0,135.5,8.5,249025531.04,0.0,2,-1.51,33.82,27.08,0.05,476321823
21,22,1425.0,134.5,8.5,247035200.69,0.0,2,-1.52,33.77,27.05,0.05,477308121
972869,22,1426.0,135.5,8.5,249025531.04,0.0,2,-1.5,33.79,27.06,0.05,478280969
21,22,1430.0,132.5,8.5,243097900.22,0.0,2,-1.54,33.74,27.03,0.05,479241127
946715,22,1432.0,133.5,8.5,245059335.18,0.0,2,-1.51,33.79,27.06,0.05,480187821
21,22,1437.0,133.5,8.5,245059335.18,0.0,2,-1.51,33.83,27.1,0.04,481111317
908704,22,1439.0,133.5,8.5,245059335.18,0.0,2,-1.51,33.82,27.09,0.04,482020000
