,ntraj,x,y,z,subvol,time,boxface,temp,sal,density,density10,ntrajc,binnedx_i,binnedy_i,bin_depth_i
1437861,630612,1438.0,299.3,47.5,8659654304.41,-31104000.0,2,2.31,34.37,27.44,1.09,359161255,1438,299,48
1437862,630613,1438.0,299.5,47.5,8659654304.41,-31104000.0,2,2.31,34.37,27.44,1.09,359161256,1438,300,48
1437863,630614,1438.0,299.7,47.5,8659654304.41,-31104000.0,2,2.31,34.37,27.44,1.09,359161257,1438,300,48
1437864,630615,1438.0,299.89,47.5,8659654304.41,-31104000.0,2,2.31,34.37,27.44,1.09,359161258,1438,300,48
1437865,630616,1438.0,299.1,48.5,9265817914.17,-31104000.0,2,2.25,34.43,27.5,1.15,359161259,1438,299,49
1437866,630617,1438.0,299.3,48.5,9265817914.17,-31104000.0,2,2.25,34.43,27.5,1.15,359161260,1438,299,49
1437867,630618,1438.0,299.5,48.5,9265817914.17,-31104000.0,2,2.25,34.43,27.5,1.15,359161261,1438,300,49
1437868,630619,1438.0,299.7,48.5,9265817914.17,-31104000.0,2,2.25,34.43,27.5,1.15,359161262,1438,300,49
1437869,630620,1438.0,299.89,48.5,9265817914.17,-31104000.0,2,2.25,34.43,27.5,1.15,359161263,1438,300,49
1437870,630621,1438.0,299.1,49.5,9861603696.6,-31104000.0,2,2.23,34.5,27.55,1.2,359161264,1438,299,50
1437871,630622,1438.0,299.3,49.5,9861603696.6,-31104000.0,2,2.23,34.5,27.55,1.2,359161265,1438,299,50
1437872,630623,1438.0,299.5,49.5,9861603696.6,-31104000.0,2,2.23,34.5,27.55,1.2,359161266,1438,300,50
1437873,630624,1438.0,299.7,49.5,9861603696.6,-31104000.0,2,2.23,34.5,27.55,1.2,359161267,1438,300,50
1437874,630625,1438.0,299.89,49.5,9861603696.6,-31104000.0,2,2.23,34.5,27.55,1.2,359161268,1438,300,50
1437875,630626,1438.0,299.16,50.75,8700400889.6,-31104000.0,1,2.23,34.57,27.61,1.26,359161269,1438,299,51
1437876,630627,1438.0,299.16,50.25,8700400889.6,-31104000.0,1,2.23,34.57,27.61,1.26,359161270,1438,299,50
1437877,630628,1438.0,299.5,50.75,8700400889.6,-31104000.0,1,2.23,34.57,27.61,1.26,359161271,1438,300,51
1437878,630629,1438.0,299.5,50.25,8700400889.6,-31104000.0,1,2.23,34.57,27.61,1.26,359161272,1438,300,50
1437879,630630,1438.0,299.83,50.75,8700400889.6,-31104000.0,1,2.23,34.57,27.61,1.26,359161273,1438,300,51
1437880,630631,1438.0,299.83,50.25,8700400889.6,-31104000.0,1,2.23,34.57,27.61,1.26,359161274,1438,300,50
1437881,630632,1438.0,299.16,51.75,9163887790.91,-31104000.0,1,2.24,34.63,27.66,1.31,359161275,1438,299,52
1437882,630633,1438.0,299.16,51.25,9163887790.91,-31104000.0,1,2.24,34.63,27.66,1.31,359161276,1438,299,51
1437883,630634,1438.0,299.5,51.75,9163887790.91,-31104000.0,1,2.24,34.63,27.66,1.31,359161277,1438,300,52
1437884,630635,1438.0,299.5,51.25,9163887790.91,-31104000.0,1,2.24,34.63,27.66,1.31,359161278,1438,300,51
1437885,630636,1438.0,299.83,51.75,9163887790.91,-31104000.0,1,2.24,34.63,27.66,1.31,359161279,1438,300,52
1437886,630637,1438.0,299.83,51.25,9163887790.91,-31104000.0,1,2.24,34.63,27.66,1.31,359161280,1438,300,51
1437887,630638,1438.0,299.16,52.75,9604436971.24,-31104000.0,1,2.23,34.68,27.7,1.35,359161281,1438,299,53
1437888,630639,1438.0,299.16,52.25,9604436971.24,-31104000.0,1,2.23,34.68,27.7,1.35,359161282,1438,299,52
1437889,630640,1438.0,299.5,52.75,9604436971.24,-31104000.0,1,2.23,34.68,27.7,1.35,359161283,1438,300,53
1437890,630641,1438.0,299.5,52.25,9604436971.24,-31104000.0,1,2.23,34.68,27.7,1.35,359161284,1438,300,52
1437891,630642,1438.0,299.83,52.75,9604436971.24,-31104000.0,1,2.23,34.68,27.7,1.35,359161285,1438,300,53
1437892,630643,1438.0,299.83,52.25,9604436971.24,-31104000.0,1,2.23,34.68,27.7,1.35,359161286,1438,300,52
1437893,630644,1438.0,299.07,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161287,1438,299,54
1437894,630645,1438.0,299.21,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161288,1438,299,54
1437895,630646,1438.0,299.35,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161289,1438,299,54
1437896,630647,1438.0,299.5,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161290,1438,300,54
1437897,630648,1438.0,299.64,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161291,1438,300,54
1437898,630649,1438.0,299.78,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161292,1438,300,54
1437899,630650,1438.0,299.92,53.5,8587645257.93,-31104000.0,1,2.21,34.72,27.73,1.38,359161293,1438,300,54
1437900,630651,1438.0,299.07,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161294,1438,299,55
1437901,630652,1438.0,299.21,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161295,1438,299,55
1437902,630653,1438.0,299.35,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161296,1438,299,55
1437903,630654,1438.0,299.5,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161297,1438,300,55
1437904,630655,1438.0,299.64,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161298,1438,300,55
1437905,630656,1438.0,299.78,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161299,1438,300,55
1437906,630657,1438.0,299.92,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.76,1.4,359161300,1438,300,55
1437907,630658,1438.0,299.07,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161301,1438,299,56
1437908,630659,1438.0,299.21,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161302,1438,299,56
1437909,630660,1438.0,299.35,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161303,1438,299,56
1437910,630661,1438.0,299.5,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161304,1438,300,56
1437911,630662,1438.0,299.64,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161305,1438,300,56
1437912,630663,1438.0,299.78,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161306,1438,300,56
1437913,630664,1438.0,299.92,55.5,9224405098.09,-31104000.0,1,2.12,34.77,27.77,1.42,359161307,1438,300,56
1437914,630665,1438.0,299.07,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161308,1438,299,57
1437915,630666,1438.0,299.21,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161309,1438,299,57
1437916,630667,1438.0,299.35,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161310,1438,299,57
1437917,630668,1438.0,299.5,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161311,1438,300,57
1437918,630669,1438.0,299.64,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161312,1438,300,57
1437919,630670,1438.0,299.78,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161313,1438,300,57
1437920,630671,1438.0,299.92,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.44,359161314,1438,300,57
1437921,630672,1438.0,299.07,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161315,1438,299,58
1437922,630673,1438.0,299.21,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161316,1438,299,58
1437923,630674,1438.0,299.35,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161317,1438,299,58
1437924,630675,1438.0,299.5,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161318,1438,300,58
1437925,630676,1438.0,299.64,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161319,1438,300,58
1437926,630677,1438.0,299.78,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161320,1438,300,58
1437927,630678,1438.0,299.92,57.5,9758875217.33,-31104000.0,1,1.9,34.78,27.8,1.45,359161321,1438,300,58
1437928,630679,1438.0,299.07,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161322,1438,299,59
1437929,630680,1438.0,299.21,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161323,1438,299,59
1437930,630681,1438.0,299.35,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161324,1438,299,59
1437931,630682,1438.0,299.5,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161325,1438,300,59
1437932,630683,1438.0,299.64,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161326,1438,300,59
1437933,630684,1438.0,299.78,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161327,1438,300,59
1437934,630685,1438.0,299.92,58.5,9988582454.07,-31104000.0,1,1.76,34.77,27.81,1.46,359161328,1438,300,59
1437935,630686,1438.0,299.12,59.75,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161329,1438,299,60
1437936,630687,1438.0,299.12,59.25,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161330,1438,299,59
1437937,630688,1438.0,299.37,59.75,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161331,1438,299,60
1437938,630689,1438.0,299.37,59.25,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161332,1438,299,59
1437939,630690,1438.0,299.62,59.75,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161333,1438,300,60
1437940,630691,1438.0,299.62,59.25,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161334,1438,300,59
1437941,630692,1438.0,299.87,59.75,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161335,1438,300,60
1437942,630693,1438.0,299.87,59.25,8920306380.24,-31104000.0,1,1.61,34.77,27.82,1.47,359161336,1438,300,59
1437943,630694,1438.0,299.12,60.75,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161337,1438,299,61
1437944,630695,1438.0,299.12,60.25,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161338,1438,299,60
1437945,630696,1438.0,299.37,60.75,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161339,1438,299,61
1437946,630697,1438.0,299.37,60.25,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161340,1438,299,60
1437947,630698,1438.0,299.62,60.75,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161341,1438,300,61
1437948,630699,1438.0,299.62,60.25,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161342,1438,300,60
1437949,630700,1438.0,299.87,60.75,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161343,1438,300,61
1437950,630701,1438.0,299.87,60.25,9081134176.95,-31104000.0,1,1.33,34.75,27.82,1.47,359161344,1438,300,60
1437951,630702,1438.0,299.12,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161345,1438,299,62
1437952,630703,1438.0,299.12,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161346,1438,299,61
1437953,630704,1438.0,299.37,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161347,1438,299,62
1437954,630705,1438.0,299.37,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161348,1438,299,61
1437955,630706,1438.0,299.62,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161349,1438,300,62
1437956,630707,1438.0,299.62,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161350,1438,300,61
1437957,630708,1438.0,299.87,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161351,1438,300,62
1437958,630709,1438.0,299.87,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.48,359161352,1438,300,61
1437959,630710,1438.0,299.12,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161353,1438,299,63
1437960,630711,1438.0,299.12,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161354,1438,299,62
1437961,630712,1438.0,299.37,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161355,1438,299,63
1437962,630713,1438.0,299.37,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161356,1438,299,62
1437963,630714,1438.0,299.62,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161357,1438,300,63
1437964,630715,1438.0,299.62,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161358,1438,300,62
1437965,630716,1438.0,299.87,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161359,1438,300,63
1437966,630717,1438.0,299.87,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.48,359161360,1438,300,62
1437967,630718,1438.0,299.1,63.5,8791557210.55,-31104000.0,1,0.94,34.73,27.83,1.48,359161361,1438,299,64
1437968,630719,1438.0,299.3,63.5,8791557210.55,-31104000.0,1,0.94,34.73,27.83,1.48,359161362,1438,299,64
1437969,630720,1438.0,299.5,63.5,8791557210.55,-31104000.0,1,0.94,34.73,27.83,1.48,359161363,1438,300,64
1437970,630721,1438.0,299.7,63.5,8791557210.55,-31104000.0,1,0.94,34.73,27.83,1.48,359161364,1438,300,64
1437971,630722,1438.0,299.89,63.5,8791557210.55,-31104000.0,1,0.94,34.73,27.83,1.48,359161365,1438,300,64
1437972,630723,1439.0,299.5,9.5,932520774.12,-31104000.0,1,12.11,34.76,26.38,0.01,359161366,1439,300,10
1437973,630724,1439.0,299.5,10.5,1067670129.5,-31104000.0,1,12.07,34.76,26.39,0.02,359161367,1439,300,11
1437974,630725,1439.0,299.5,11.5,1223922061.82,-31104000.0,1,12.04,34.77,26.4,0.03,359161368,1439,300,12
1437975,630726,1439.0,299.5,12.5,1400552791.96,-31104000.0,1,12.0,34.77,26.41,0.04,359161369,1439,300,13
1437976,630727,1439.0,299.5,13.5,1595475906.66,-31104000.0,1,11.97,34.77,26.42,0.05,359161370,1439,300,14
1437977,630728,1439.0,299.5,14.5,1805514678.96,-31104000.0,1,11.94,34.78,26.43,0.06,359161371,1439,300,15
1437978,630729,1439.0,299.5,15.5,2027036137.35,-31104000.0,1,11.9,34.78,26.44,0.07,359161372,1439,300,16
1437979,630730,1439.0,299.5,16.5,2256801339.69,-31104000.0,1,11.86,34.79,26.45,0.09,359161373,1439,300,17
1437980,630731,1439.0,299.5,17.5,2492778486.97,-31104000.0,2,11.81,34.8,26.47,0.1,359161374,1439,300,18
1437981,630732,1439.0,299.5,18.5,2734692068.29,-31104000.0,2,11.75,34.82,26.5,0.13,359161375,1439,300,19
1437982,630733,1439.0,299.5,19.5,2984204908.26,-31104000.0,2,11.65,34.84,26.53,0.16,359161376,1439,300,20
1437983,630734,1439.0,299.5,20.5,3244782663.72,-31104000.0,2,11.5,34.85,26.56,0.2,359161377,1439,300,21
1437984,630735,1439.0,299.5,21.5,3521383217.04,-31104000.0,2,11.33,34.86,26.6,0.24,359161378,1439,300,22
1437985,630736,1439.0,299.5,22.5,3820111724.54,-31104000.0,2,11.17,34.86,26.64,0.27,359161379,1439,300,23
1437986,630737,1439.0,299.5,23.5,4147939662.91,-31104000.0,2,11.01,34.86,26.67,0.3,359161380,1439,300,24
1437987,630738,1439.0,299.5,24.5,4512519778.93,-31104000.0,2,10.8,34.85,26.7,0.33,359161381,1439,300,25
1437988,630739,1439.0,299.5,25.5,4922098631.74,-31104000.0,2,10.63,34.84,26.72,0.35,359161382,1439,300,26
1437989,630740,1439.0,299.5,26.5,5385495197.52,-31104000.0,2,10.47,34.82,26.73,0.37,359161383,1439,300,27
1437990,630741,1439.0,299.5,27.5,5912121138.67,-31104000.0,2,10.3,34.81,26.75,0.38,359161384,1439,300,28
1437991,630742,1439.0,299.5,28.5,6512004075.92,-31104000.0,2,10.14,34.79,26.76,0.39,359161385,1439,300,29
1437992,630743,1439.0,299.5,29.5,7195800350.34,-31104000.0,2,9.94,34.76,26.78,0.41,359161386,1439,300,30
1437993,630744,1439.0,299.5,30.5,7974765745.65,-31104000.0,2,9.76,34.74,26.79,0.42,359161387,1439,300,31
1437994,630745,1439.0,299.5,31.5,8860672159.3,-31104000.0,2,9.54,34.71,26.8,0.44,359161388,1439,300,32
1437995,630746,1439.0,299.5,32.5,9865652580.71,-31104000.0,2,9.31,34.68,26.82,0.45,359161389,1439,300,33
1437996,630747,1439.0,299.25,33.5,5500975552.24,-31104000.0,2,9.03,34.64,26.83,0.47,359161390,1439,299,34
1437997,630748,1439.0,299.75,33.5,5500975552.24,-31104000.0,2,9.03,34.64,26.83,0.47,359161391,1439,300,34
1437998,630749,1439.0,299.25,34.5,6140788426.34,-31104000.0,2,8.7,34.6,26.85,0.48,359161392,1439,299,35
1437999,630750,1439.0,299.75,34.5,6140788426.34,-31104000.0,2,8.7,34.6,26.85,0.48,359161393,1439,300,35
1438000,630751,1439.0,299.25,35.5,6857918891.74,-31104000.0,2,8.33,34.56,26.88,0.51,359161394,1439,299,36
1438001,630752,1439.0,299.75,35.5,6857918891.74,-31104000.0,2,8.33,34.56,26.88,0.51,359161395,1439,300,36
1438002,630753,1439.0,299.25,36.5,7657383949.31,-31104000.0,2,7.88,34.51,26.91,0.54,359161396,1439,299,37
1438003,630754,1439.0,299.75,36.5,7657383949.31,-31104000.0,2,7.88,34.51,26.91,0.54,359161397,1439,300,37
1438004,630755,1439.0,299.25,37.5,8543222798.99,-31104000.0,2,7.36,34.46,26.95,0.58,359161398,1439,299,38
1438005,630756,1439.0,299.75,37.5,8543222798.99,-31104000.0,2,7.36,34.46,26.95,0.58,359161399,1439,300,38
1438006,630757,1439.0,299.25,38.5,9518115478.65,-31104000.0,2,6.81,34.42,26.99,0.62,359161400,1439,299,39
1438007,630758,1439.0,299.75,38.5,9518115478.65,-31104000.0,2,6.81,34.42,26.99,0.62,359161401,1439,300,39
1438008,630759,1439.0,299.16,39.5,7055321072.76,-31104000.0,2,6.25,34.39,27.04,0.67,359161402,1439,299,40
1438009,630760,1439.0,299.5,39.5,7055321072.76,-31104000.0,2,6.25,34.39,27.04,0.67,359161403,1439,300,40
1438010,630761,1439.0,299.83,39.5,7055321072.76,-31104000.0,2,6.25,34.39,27.04,0.67,359161404,1439,300,40
1438011,630762,1439.0,299.16,40.5,7824399855.89,-31104000.0,2,5.62,34.35,27.09,0.72,359161405,1439,299,41
1438012,630763,1439.0,299.5,40.5,7824399855.89,-31104000.0,2,5.62,34.35,27.09,0.72,359161406,1439,300,41
1438013,630764,1439.0,299.83,40.5,7824399855.89,-31104000.0,2,5.62,34.35,27.09,0.72,359161407,1439,300,41
1438014,630765,1439.0,299.16,41.5,8650178331.09,-31104000.0,1,4.99,34.32,27.14,0.77,359161408,1439,299,42
1438015,630766,1439.0,299.5,41.5,8650178331.09,-31104000.0,1,4.99,34.32,27.14,0.77,359161409,1439,300,42
1438016,630767,1439.0,299.83,41.5,8650178331.09,-31104000.0,1,4.99,34.32,27.14,0.77,359161410,1439,300,42
1438017,630768,1439.0,299.16,42.5,9528380949.59,-31104000.0,1,4.32,34.29,27.19,0.82,359161411,1439,299,43
1438018,630769,1439.0,299.5,42.5,9528380949.59,-31104000.0,1,4.32,34.29,27.19,0.82,359161412,1439,300,43
1438019,630770,1439.0,299.83,42.5,9528380949.59,-31104000.0,1,4.32,34.29,27.19,0.82,359161413,1439,300,43
1438020,630771,1439.0,299.25,43.75,7839649796.9,-31104000.0,1,3.7,34.28,27.24,0.87,359161414,1439,299,44
1438021,630772,1439.0,299.25,43.25,7839649796.9,-31104000.0,1,3.7,34.28,27.24,0.87,359161415,1439,299,43
1438022,630773,1439.0,299.75,43.75,7839649796.9,-31104000.0,1,3.7,34.28,27.24,0.87,359161416,1439,300,44
1438023,630774,1439.0,299.75,43.25,7839649796.9,-31104000.0,1,3.7,34.28,27.24,0.87,359161417,1439,300,43
1438024,630775,1439.0,299.25,44.75,8561766108.67,-31104000.0,1,3.15,34.27,27.29,0.92,359161418,1439,299,45
1438025,630776,1439.0,299.25,44.25,8561766108.67,-31104000.0,1,3.15,34.27,27.29,0.92,359161419,1439,299,44
1438026,630777,1439.0,299.75,44.75,8561766108.67,-31104000.0,1,3.15,34.27,27.29,0.92,359161420,1439,300,45
1438027,630778,1439.0,299.75,44.25,8561766108.67,-31104000.0,1,3.15,34.27,27.29,0.92,359161421,1439,300,44
1438028,630779,1439.0,299.25,45.75,9305472114.92,-31104000.0,1,2.73,34.28,27.34,0.97,359161422,1439,299,46
1438029,630780,1439.0,299.25,45.25,9305472114.92,-31104000.0,1,2.73,34.28,27.34,0.97,359161423,1439,299,45
1438030,630781,1439.0,299.75,45.75,9305472114.92,-31104000.0,1,2.73,34.28,27.34,0.97,359161424,1439,300,46
1438031,630782,1439.0,299.75,45.25,9305472114.92,-31104000.0,1,2.73,34.28,27.34,0.97,359161425,1439,300,45
1438032,630783,1439.0,299.1,46.5,8050119702.47,-31104000.0,1,2.46,34.31,27.38,1.01,359161426,1439,299,47
1438033,630784,1439.0,299.3,46.5,8050119702.47,-31104000.0,1,2.46,34.31,27.38,1.01,359161427,1439,299,47
1438034,630785,1439.0,299.5,46.5,8050119702.47,-31104000.0,1,2.46,34.31,27.38,1.01,359161428,1439,300,47
1438035,630786,1439.0,299.7,46.5,8050119702.47,-31104000.0,1,2.46,34.31,27.38,1.01,359161429,1439,300,47
1438036,630787,1439.0,299.89,46.5,8050119702.47,-31104000.0,1,2.46,34.31,27.38,1.01,359161430,1439,300,47
1438037,630788,1439.0,299.1,47.5,8659654304.41,-31104000.0,1,2.31,34.36,27.43,1.06,359161431,1439,299,48
1438038,630789,1439.0,299.3,47.5,8659654304.41,-31104000.0,1,2.31,34.36,27.43,1.06,359161432,1439,299,48
1438039,630790,1439.0,299.5,47.5,8659654304.41,-31104000.0,1,2.31,34.36,27.43,1.06,359161433,1439,300,48
1438040,630791,1439.0,299.7,47.5,8659654304.41,-31104000.0,1,2.31,34.36,27.43,1.06,359161434,1439,300,48
1438041,630792,1439.0,299.89,47.5,8659654304.41,-31104000.0,1,2.31,34.36,27.43,1.06,359161435,1439,300,48
1438042,630793,1439.0,299.1,48.5,9265817914.17,-31104000.0,1,2.24,34.42,27.48,1.12,359161436,1439,299,49
1438043,630794,1439.0,299.3,48.5,9265817914.17,-31104000.0,1,2.24,34.42,27.48,1.12,359161437,1439,299,49
1438044,630795,1439.0,299.5,48.5,9265817914.17,-31104000.0,1,2.24,34.42,27.48,1.12,359161438,1439,300,49
1438045,630796,1439.0,299.7,48.5,9265817914.17,-31104000.0,1,2.24,34.42,27.48,1.12,359161439,1439,300,49
1438046,630797,1439.0,299.89,48.5,9265817914.17,-31104000.0,1,2.24,34.42,27.48,1.12,359161440,1439,300,49
1438047,630798,1439.0,299.1,49.5,9861603696.6,-31104000.0,1,2.22,34.49,27.54,1.17,359161441,1439,299,50
1438048,630799,1439.0,299.3,49.5,9861603696.6,-31104000.0,1,2.22,34.49,27.54,1.17,359161442,1439,299,50
1438049,630800,1439.0,299.5,49.5,9861603696.6,-31104000.0,1,2.22,34.49,27.54,1.17,359161443,1439,300,50
1438050,630801,1439.0,299.7,49.5,9861603696.6,-31104000.0,1,2.22,34.49,27.54,1.17,359161444,1439,300,50
1438051,630802,1439.0,299.89,49.5,9861603696.6,-31104000.0,1,2.22,34.49,27.54,1.17,359161445,1439,300,50
1438052,630803,1439.0,299.16,50.75,8700400889.6,-31104000.0,1,2.23,34.56,27.6,1.23,359161446,1439,299,51
1438053,630804,1439.0,299.16,50.25,8700400889.6,-31104000.0,1,2.23,34.56,27.6,1.23,359161447,1439,299,50
1438054,630805,1439.0,299.5,50.75,8700400889.6,-31104000.0,1,2.23,34.56,27.6,1.23,359161448,1439,300,51
1438055,630806,1439.0,299.5,50.25,8700400889.6,-31104000.0,1,2.23,34.56,27.6,1.23,359161449,1439,300,50
1438056,630807,1439.0,299.83,50.75,8700400889.6,-31104000.0,1,2.23,34.56,27.6,1.23,359161450,1439,300,51
1438057,630808,1439.0,299.83,50.25,8700400889.6,-31104000.0,1,2.23,34.56,27.6,1.23,359161451,1439,300,50
1438058,630809,1439.0,299.16,51.75,9163887790.91,-31104000.0,1,2.23,34.62,27.65,1.28,359161452,1439,299,52
1438059,630810,1439.0,299.16,51.25,9163887790.91,-31104000.0,1,2.23,34.62,27.65,1.28,359161453,1439,299,51
1438060,630811,1439.0,299.5,51.75,9163887790.91,-31104000.0,1,2.23,34.62,27.65,1.28,359161454,1439,300,52
1438061,630812,1439.0,299.5,51.25,9163887790.91,-31104000.0,1,2.23,34.62,27.65,1.28,359161455,1439,300,51
1438062,630813,1439.0,299.83,51.75,9163887790.91,-31104000.0,1,2.23,34.62,27.65,1.28,359161456,1439,300,52
1438063,630814,1439.0,299.83,51.25,9163887790.91,-31104000.0,1,2.23,34.62,27.65,1.28,359161457,1439,300,51
1438064,630815,1439.0,299.16,52.75,9604436971.24,-31104000.0,1,2.23,34.68,27.69,1.33,359161458,1439,299,53
1438065,630816,1439.0,299.16,52.25,9604436971.24,-31104000.0,1,2.23,34.68,27.69,1.33,359161459,1439,299,52
1438066,630817,1439.0,299.5,52.75,9604436971.24,-31104000.0,1,2.23,34.68,27.69,1.33,359161460,1439,300,53
1438067,630818,1439.0,299.5,52.25,9604436971.24,-31104000.0,1,2.23,34.68,27.69,1.33,359161461,1439,300,52
1438068,630819,1439.0,299.83,52.75,9604436971.24,-31104000.0,1,2.23,34.68,27.69,1.33,359161462,1439,300,53
1438069,630820,1439.0,299.83,52.25,9604436971.24,-31104000.0,1,2.23,34.68,27.69,1.33,359161463,1439,300,52
1438070,630821,1439.0,299.07,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161464,1439,299,54
1438071,630822,1439.0,299.21,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161465,1439,299,54
1438072,630823,1439.0,299.35,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161466,1439,299,54
1438073,630824,1439.0,299.5,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161467,1439,300,54
1438074,630825,1439.0,299.64,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161468,1439,300,54
1438075,630826,1439.0,299.78,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161469,1439,300,54
1438076,630827,1439.0,299.92,53.5,8587645257.93,-31104000.0,1,2.22,34.72,27.73,1.36,359161470,1439,300,54
1438077,630828,1439.0,299.07,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161471,1439,299,55
1438078,630829,1439.0,299.21,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161472,1439,299,55
1438079,630830,1439.0,299.35,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161473,1439,299,55
1438080,630831,1439.0,299.5,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161474,1439,300,55
1438081,630832,1439.0,299.64,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161475,1439,300,55
