,ntraj,x,y,z,subvol,time,boxface,temp,sal,density,density10,ntrajc,binnedx_i,binnedy_i,bin_depth_i
1438082,630833,1439.0,299.78,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161476,1439,300,55
1438083,630834,1439.0,299.92,54.5,8918690743.16,-31104000.0,1,2.18,34.75,27.75,1.39,359161477,1439,300,55
1438084,630835,1439.0,299.07,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161478,1439,299,56
1438085,630836,1439.0,299.21,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161479,1439,299,56
1438086,630837,1439.0,299.35,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161480,1439,299,56
1438087,630838,1439.0,299.5,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161481,1439,300,56
1438088,630839,1439.0,299.64,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161482,1439,300,56
1438089,630840,1439.0,299.78,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161483,1439,300,56
1438090,630841,1439.0,299.92,55.5,9224405098.09,-31104000.0,1,2.12,34.76,27.77,1.41,359161484,1439,300,56
1438091,630842,1439.0,299.07,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161485,1439,299,57
1438092,630843,1439.0,299.21,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161486,1439,299,57
1438093,630844,1439.0,299.35,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161487,1439,299,57
1438094,630845,1439.0,299.5,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161488,1439,300,57
1438095,630846,1439.0,299.64,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161489,1439,300,57
1438096,630847,1439.0,299.78,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161490,1439,300,57
1438097,630848,1439.0,299.92,56.5,9504391947.37,-31104000.0,1,2.04,34.77,27.79,1.42,359161491,1439,300,57
1438098,630849,1439.0,299.07,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161492,1439,299,58
1438099,630850,1439.0,299.21,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161493,1439,299,58
1438100,630851,1439.0,299.35,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161494,1439,299,58
1438101,630852,1439.0,299.5,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161495,1439,300,58
1438102,630853,1439.0,299.64,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161496,1439,300,58
1438103,630854,1439.0,299.78,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161497,1439,300,58
1438104,630855,1439.0,299.92,57.5,9758875217.33,-31104000.0,1,1.92,34.78,27.8,1.43,359161498,1439,300,58
1438105,630856,1439.0,299.07,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161499,1439,299,59
1438106,630857,1439.0,299.21,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161500,1439,299,59
1438107,630858,1439.0,299.35,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161501,1439,299,59
1438108,630859,1439.0,299.5,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161502,1439,300,59
1438109,630860,1439.0,299.64,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161503,1439,300,59
1438110,630861,1439.0,299.78,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161504,1439,300,59
1438111,630862,1439.0,299.92,58.5,9988582454.07,-31104000.0,1,1.79,34.77,27.81,1.44,359161505,1439,300,59
1438112,630863,1439.0,299.12,59.75,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161506,1439,299,60
1438113,630864,1439.0,299.12,59.25,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161507,1439,299,59
1438114,630865,1439.0,299.37,59.75,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161508,1439,299,60
1438115,630866,1439.0,299.37,59.25,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161509,1439,299,59
1438116,630867,1439.0,299.62,59.75,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161510,1439,300,60
1438117,630868,1439.0,299.62,59.25,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161511,1439,300,59
1438118,630869,1439.0,299.87,59.75,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161512,1439,300,60
1438119,630870,1439.0,299.87,59.25,8920306380.24,-31104000.0,1,1.63,34.77,27.81,1.45,359161513,1439,300,59
1438120,630871,1439.0,299.12,60.75,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161514,1439,299,61
1438121,630872,1439.0,299.12,60.25,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161515,1439,299,60
1438122,630873,1439.0,299.37,60.75,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161516,1439,299,61
1438123,630874,1439.0,299.37,60.25,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161517,1439,299,60
1438124,630875,1439.0,299.62,60.75,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161518,1439,300,61
1438125,630876,1439.0,299.62,60.25,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161519,1439,300,60
1438126,630877,1439.0,299.87,60.75,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161520,1439,300,61
1438127,630878,1439.0,299.87,60.25,9081134176.95,-31104000.0,1,1.35,34.75,27.82,1.45,359161521,1439,300,60
1438128,630879,1439.0,299.12,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161522,1439,299,62
1438129,630880,1439.0,299.12,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161523,1439,299,61
1438130,630881,1439.0,299.37,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161524,1439,299,62
1438131,630882,1439.0,299.37,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161525,1439,299,61
1438132,630883,1439.0,299.62,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161526,1439,300,62
1438133,630884,1439.0,299.62,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161527,1439,300,61
1438134,630885,1439.0,299.87,61.75,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161528,1439,300,62
1438135,630886,1439.0,299.87,61.25,9223878099.05,-31104000.0,1,1.12,34.74,27.83,1.46,359161529,1439,300,61
1438136,630887,1439.0,299.12,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161530,1439,299,63
1438137,630888,1439.0,299.12,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161531,1439,299,62
1438138,630889,1439.0,299.37,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161532,1439,299,63
1438139,630890,1439.0,299.37,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161533,1439,299,62
1438140,630891,1439.0,299.62,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161534,1439,300,63
1438141,630892,1439.0,299.62,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161535,1439,300,62
1438142,630893,1439.0,299.87,62.75,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161536,1439,300,63
1438143,630894,1439.0,299.87,62.25,9350010290.58,-31104000.0,1,0.96,34.73,27.83,1.46,359161537,1439,300,62
1438144,630895,1439.0,299.25,63.75,7772416129.63,-31104000.0,1,0.93,34.73,27.83,1.47,359161538,1439,299,64
1438145,630896,1439.0,299.25,63.25,7772416129.63,-31104000.0,1,0.93,34.73,27.83,1.47,359161539,1439,299,63
1438146,630897,1439.0,299.75,63.75,7772416129.63,-31104000.0,1,0.93,34.73,27.83,1.47,359161540,1439,300,64
1438147,630898,1439.0,299.75,63.25,7772416129.63,-31104000.0,1,0.93,34.73,27.83,1.47,359161541,1439,300,63
